Song,Artist,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Cluster
Dance Monkey - Stripped Back,Tones And I,0.664,0.212,6,-7.762,0,0.046,0.931,0.0,0.102,0.574,83.245,2
Dance Monkey,Tones And I,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,1
Girls Like You,Maroon 5,0.611,0.462,0,-7.054,1,0.0646,0.558,1.01e-06,0.131,0.377,59.635,0
On My Way,Alan Walker,0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087,3
Señorita,Shawn Mendes,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,1
Señorita,Shawn Mendes,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,1
Señorita,Shawn Mendes,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,1
Señorita,Shawn Mendes,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,1
Shake It Off,Taylor Swift,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,7
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047,0
Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,6
Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,6
Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,6
Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,6
Cheap Thrills,Sia,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,1
One More Night,Maroon 5,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,1
Don't Let Me Down,Milky Chance,0.854,0.675,0,-7.32,1,0.06,0.346,9.88e-05,0.12,0.73,109.955,5
Kill Em With Kindness,Selena Gomez,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,1
no tears left to cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,1
no tears left to cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,1
no tears left to cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,1
no tears left to cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,1
Love Me Like You Do,Ellie Goulding,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,0
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,1
Treat You Better,Shawn Mendes,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,6
Look What You Made Me Do,Taylor Swift,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,1
Happier,Marshmello,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,5
Let Me Love You,DJ Snake,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,0
Old Town Road,Lil Nas X,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,5
bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,6
bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,6
bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,6
bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,6
7 rings,Ariana Grande,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,6
Symphony (feat. Zara Larsson),Clean Bandit,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,1
COPYCAT,Billie Eilish,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,2
breathin,Ariana Grande,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,0
Sign of the Times,Harry Styles,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,0
Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,1
Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,1
Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,1
Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,1
God is a woman,Ariana Grande,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,3
Darkside,Alan Walker,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,3
Dusk Till Dawn - Radio Edit,ZAYN,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,3
Walk Me Home,P!nk,0.652,0.453,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.432,88.038,0
Dance To This (feat. Ariana Grande),Troye Sivan,0.736,0.756,11,-7.099,1,0.047,0.00632,0.00577,0.106,0.712,117.016,5
TiK ToK,Kesha,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,1
Need You Now,Lady A,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,0
"Hey, Soul Sister",Train,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,1
California Gurls,Katy Perry,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,5
OMG (feat. will.i.am),Usher,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,1
Airplanes (feat. Hayley Williams),B.o.B,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,1
Love The Way You Lie,Eminem,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,7
Bad Romance,Lady Gaga,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,5
Dynamite,Taio Cruz,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,5
Break Your Heart,Taio Cruz,0.666,0.899,8,-4.676,1,0.028,0.00155,0.0,0.0677,0.629,122.05,5
Nothin' on You (feat. Bruno Mars),B.o.B,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,5
I Like It,Enrique Iglesias,0.646,0.94,10,-2.856,0,0.0838,0.0209,0.0,0.0691,0.704,129.011,1
BedRock,Young Money,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,6
In My Head,Jason Derulo,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,1
Rude Boy,Rihanna,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,3
Telephone,Lady Gaga,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,1
Teenage Dream,Katy Perry,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,5
Just the Way You Are,Bruno Mars,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,5
Cooler Than Me,Mike Posner,0.837,0.515,7,-4.065,0,0.0793,0.103,0.0,0.233,0.769,129.001,1
Imma Be,Black Eyed Peas,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,6
Party Rock Anthem,LMFAO,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,1
Firework,Katy Perry,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,5
E.T.,Katy Perry,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,7
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,0.529,129.023,7
Grenade,Bruno Mars,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,1
Forget You,CeeLo Green,0.696,0.875,0,-3.682,1,0.0649,0.134,0.0,0.159,0.772,127.39,5
Super Bass,Nicki Minaj,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,7
Moves Like Jagger,Maroon 5,0.72,0.748,11,-4.468,0,0.0464,0.0124,0.0,0.312,0.614,128.008,1
Just Can't Get Enough (The Black Eyed Peas Remake),Kings of Pop,0.557,0.557,8,-7.388,1,0.214,0.482,0.0,0.179,0.188,93.958,0
On The Floor,Jennifer Lopez,0.73,0.777,3,-5.199,0,0.0479,0.108,0.000467,0.069,0.591,130.0,1
S&M,Rihanna,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,5
Pumped Up Kicks,Foster The People,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,1
Last Friday Night (T.G.I.F.),Katy Perry,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,7
Tonight (I'm Lovin' You),Enrique Iglesias,0.659,0.882,5,-4.623,0,0.0465,0.0258,9.2e-06,0.144,0.314,125.985,1
Raise Your Glass,P!nk,0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122.019,5
Born This Way,Lady Gaga,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,7
What's My Name?,Rihanna,0.695,0.782,2,-2.967,1,0.0629,0.223,0.0,0.0773,0.595,99.992,5
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,1
Down On Me,Jeremih,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,5
Call Me Maybe,Carly Rae Jepsen,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,5
Payphone,Maroon 5,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,7
Every Time You Go,Ellie Goulding,0.622,0.791,5,-5.404,0,0.0303,0.0307,0.0,0.128,0.458,108.976,1
Glad You Came,The Wanted,0.61,0.841,7,-4.579,0,0.0692,0.056,9.85e-06,0.118,0.431,126.889,1
Stronger (What Doesn't Kill You),Kelly Clarkson,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,5
We Found Love,Rihanna,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,5
Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,1
What Makes You Beautiful,One Direction,0.729,0.771,4,-2.451,1,0.0725,0.00761,0.0,0.087,0.873,125.011,5
Wild Ones (feat. Sia),Flo Rida,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,1
Sexy And I Know It,LMFAO,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,6
Some Nights,fun.,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,5
Wide Awake,Katy Perry,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,7
Good Feeling,Flo Rida,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,1
Whistle,Flo Rida,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,7
One More Night,Maroon 5,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,1
Drive By,Train,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,1
The Motto,Drake,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,6
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,6
Blurred Lines,Robin Thicke,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,5
Radioactive,Imagine Dragons,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,7
Harlem Shake,Baauer,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,7
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,5
Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,0
Cruise,Florida Georgia Line,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,5
Roar,Katy Perry,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,3
Locked out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,7
Stay,Rihanna,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,2
Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.82e-06,0.072,0.863,116.049,1
I Knew You Were Trouble.,Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,1
We Can't Stop,Miley Cyrus,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,1
Wrecking Ball,Miley Cyrus,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,0
Wake Me Up,Avicii,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,5
Suit & Tie (feat. Jay-Z),Justin Timberlake,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985,1
Dark Horse,Katy Perry,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,3
Fancy,Iggy Azalea,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,1
Talk Dirty (feat. 2 Chainz),Jason Derulo,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,6
Rude,MAGIC!,0.774,0.756,1,-4.995,1,0.0389,0.0423,0.0,0.305,0.931,144.032,7
All About That Bass,Meghan Trainor,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,5
Problem,Ariana Grande,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,1
Stay With Me,Sam Smith,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,0
Timber (feat. Ke$ha),Pitbull,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,5
Pompeii,Bastille,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,7
Shake It Off,Taylor Swift,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,5
Am I Wrong,Nico & Vinz,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,7
Turn Down for What,DJ Snake,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,1
The Monster,Eminem,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,1
Team,Lorde,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,0
Let Her Go,Passenger,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,0
Uptown Funk (feat. Bruno Mars),Mark Ronson,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,5
See You Again (feat. Charlie Puth),Wiz Khalifa,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,0
Trap Queen,Fetty Wap,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,7
Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,7
Blank Space,Taylor Swift,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,5
Watch Me (Whip / Nae Nae),Silentó,0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,7
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,1
The Hills,The Weeknd,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,0
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,5
Can't Feel My Face,The Weeknd,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,1
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.475,0.606,8,-6.646,1,0.0346,0.247,0.0,0.125,0.282,94.994,0
Take Me to Church,Hozier,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,1
Bad Blood,Taylor Swift,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,3
Lean On,Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,7
Want to Want Me,Jason Derulo,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,1
Where Are Ü Now (with Justin Bieber),Jack Ü,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,3
679 (feat. Remy Boyz),Fetty Wap,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,6
One Dance,Drake,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,7
Work,Rihanna,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,5
Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,1
Panda,Desiigner,0.685,0.731,10,-5.503,0,0.414,0.0292,0.0,0.369,0.266,145.245,6
Don't Let Me Down (feat. Daya) - Illenium Remix,The Chainsmokers,0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,0
Closer,The Chainsmokers,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,5
Cheap Thrills,Sia,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,1
Needed Me,Rihanna,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,6
My House,Flo Rida,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,1
I Took A Pill In Ibiza,Mike Posner,0.637,0.318,10,-10.07,1,0.0716,0.622,1.58e-06,0.125,0.383,74.11,2
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,5
This Is What You Came For (feat. Rihanna),Calvin Harris,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,1
Cake By The Ocean,DNCE,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,1
"Me, Myself & I",G-Eazy,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.996,1
Ride,Twenty One Pilots,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,5
Heathens,Twenty One Pilots,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,1
Despacito - Remix,Luis Fonsi,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,5
That's What I Like,Bruno Mars,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,5
HUMBLE.,Kendrick Lamar,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,1
Bad and Boujee (feat. Lil Uzi Vert),Migos,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,6
Body Like A Back Road,Sam Hunt,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,0
Believer,Imagine Dragons,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,1
Congratulations,Post Malone,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,7
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,5
XO Tour Llif3,Lil Uzi Vert,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,6
Mask Off,Future,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,6
Unforgettable,French Montana,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,5
24K Magic,Bruno Mars,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,5
Stay,Zedd,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,1
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621,5
Black Beatles,Rae Sremmurd,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,5
Starboy,The Weeknd,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,6
Location,Khalid,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,6
God's Plan,Drake,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,7
Havana (feat. Young Thug),Camila Cabello,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,0
rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,3
Psycho (feat. Ty Dolla $ign),Post Malone,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,2
I Like It,Cardi B,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,1
In My Feelings,Drake,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,7
Nice For What,Drake,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,5
Lucid Dreams,Juice WRLD,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,6
Better Now,Post Malone,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,3
Finesse - Remix; feat. Cardi B,Bruno Mars,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,1
Boo'd Up,Ella Mai,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,1
New Rules,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,1
SAD!,XXXTENTACION,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,0
Never Be the Same,Camila Cabello,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,0
Love Lies (with Normani),Khalid,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,3
Truth Hurts,Lizzo,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,1
Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,2
Circles,Post Malone,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,5
No Guidance (feat. Drake),Chris Brown,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,0
HIGHEST IN THE ROOM,Travis Scott,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,0
Ransom,Lil Tecca,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,6
Panini,Lil Nas X,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,1
Bandit (with YoungBoy Never Broke Again),Juice WRLD,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,6
Goodbyes (feat. Young Thug),Post Malone,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,3
Beautiful People (feat. Khalid),Ed Sheeran,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,1
I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,5
Old Town Road - Remix,Lil Nas X,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,5
Lights Up,Harry Styles,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939,0
Talk (feat. Disclosure),Khalid,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,5
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,5
Good as Hell,Lizzo,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,7
